#,Company,Industry,Type,Location,Profile URL
31,"Wolman Wood and Fire Protection GmbH","Soap, Cleaning Compound, and Toilet Preparation Manufacturing","Subsidiary","Sinzheim, Baden-Württemberg, Germany","https://dnb.com/business-directory/company-profiles/wolman-wood-and-fire-protection-gmbh.9f64e75babccbfb41266ea2204454958"
32,"Fire Safety and Protection, LLC","Other Fabricated Metal Product Manufacturing","Parent","Atlanta, GA, United States","https://dnb.com/business-directory/company-profiles/fire-safety-and-protection-llc.c21dede9b0e2e316a6f0c4a599fa7500"
33,"Total Fire Protection West, LLC.","Building Equipment Contractors","Subsidiary","Grand Rapids, MI, United States","https://dnb.com/business-directory/company-profiles/total-fire-protection-west-llc.6f15acbe0850f1e2579234dc943fa0ff"
34,"KOREAN FIRE PROTECTION ASSOCIATION","Business, Professional, Labor, Political, and Similar Organizations","Subsidiary","Seoul, Seoul, Republic Of Korea","https://dnb.com/business-directory/company-profiles/korean-fire-protection-association.6ed3ba46b28ad94e1ad03e20c3ea803b"
35,"Hubei Fire Protection Equipment Factory","Motor Vehicle Manufacturing","Subsidiary","Wuhan, Hubei, China","https://dnb.com/business-directory/company-profiles/hubei-fire-protection-equipment-factory.05f054da06793131074f855d94551775"
36,"YANTAI JINRUN NUCLEAR MATERIALS CO., LTD","Clay Product and Refractory Manufacturing","Parent","Yantai, Shandong, China","https://dnb.com/business-directory/company-profiles/yantai-jinrun-nuclear-materials-co-ltd.69d43e2c1001b16fbccb81bdee02075f"
37,"CHENG DEH FIRE PROTECTION INDUSTRIAL COR...","Building Equipment Contractors","Parent","Taoyuan City, Taoyuan, Taiwan","https://dnb.com/business-directory/company-profiles/cheng-deh-fire-protection-industrial-corp.a4b52a2231d04e5a267424a062aeeec3"
38,"Bison Fire Protection Inc","Other Support Services","Parent","Springfield, MB, Canada","https://dnb.com/business-directory/company-profiles/bison-fire-protection-inc.5e41d0cd517a1afd4ac40b081e3179a5"
39,"Reliance Smart Fire Protection Inc.","Architectural, Engineering, and Related Services","Parent","Xiamen, Fujian, China","https://dnb.com/business-directory/company-profiles/reliance-smart-fire-protection-inc.ccd64388e385fe0be357ebb04a164339"
40,"TYCO FIRE PROTECTION PRODUCTS (MALAYSIA)...","Other Fabricated Metal Product Manufacturing","Subsidiary","Petaling Jaya, Selangor, Malaysia","https://dnb.com/business-directory/company-profiles/tyco-fire-protection-products-(malaysia)-sdn-bhd.5260a0d19678befc8275686fc1f830bf"
41,"Universal Piping Industries, LLC","Building Equipment Contractors","Subsidiary","Troy, MI, United States","https://dnb.com/business-directory/company-profiles/universal-piping-industries-llc.461767d39a5f5166bad79850b8eb8be3"
42,"Woodside Fire Protection District","Justice, Public Order, and Safety Activities","Parent","Woodside, CA, United States","https://dnb.com/business-directory/company-profiles/woodside-fire-protection-district.dae8e13185c1ce5adf0940f3d7b7130f"
43,"CERTIFIED FIRE PROTECTION SPECIALIST OF ...","Justice, Public Order, and Safety Activities","Independent","Quezon City, Metro Manila, Philippines","https://dnb.com/business-directory/company-profiles/certified-fire-protection-specialist-of-the-philippines-(cfpsp)-inc.96d4edae49b306449d35a3341d7edb15"
44,"Hampshire Fire Protection Co., LLC","Building Equipment Contractors","Parent","Londonderry, NH, United States","https://dnb.com/business-directory/company-profiles/hampshire-fire-protection-co-llc.2a0b50f209ef3fb2cfb6ef1dbd86e36b"
45,"Haitian Fire Fighting Technology Co., Lt...","Other Chemical Product and Preparation Manufacturing","Parent","Zhengzhou, Henan, China","https://dnb.com/business-directory/company-profiles/haitian-fire-fighting-technology-co-ltd.681318fbfd49695a79ae1fcf198ba792"
46,"Rapid Fire Protection, Inc.","Building Equipment Contractors","Subsidiary","Rapid City, SD, United States","https://dnb.com/business-directory/company-profiles/rapid-fire-protection-inc.3db3872f2c8df5fc51f2d9bcbebdbd87"
47,"North County Fire Protection District","Justice, Public Order, and Safety Activities","Independent","Fallbrook, CA, United States","https://dnb.com/business-directory/company-profiles/north-county-fire-protection-district.d2b5da4ad96c9f2de09f460bd7d75d85"
48,"Beijing Jinzhou Jianwei Fire Protection ...","Building Equipment Contractors","Parent","Beijing, Beijing, China","https://dnb.com/business-directory/company-profiles/beijing-jinzhou-jianwei-fire-protection-technology-co-ltd.b526290dcf14d918b00b1fabd59f183d"
49,"Inner Mongolia Ruiyu Shengke Fire Protec...","Residential Building Construction","Subsidiary","Ordos, Inner Mongolia, China","https://dnb.com/business-directory/company-profiles/inner-mongolia-ruiyu-shengke-fire-protection-engineering-co-ltd.30d0590d243d18c9285f1e7cfd24aa41"
50,"Metro West Fire Protection District","Other Support Services","Parent","Grover, MO, United States","https://dnb.com/business-directory/company-profiles/metro-west-fire-protection-district.f2bdf5ac56728eca1357aeaa31e09d23"
51,"Thurston County Fire Protection District...","Other Support Services","Independent","Lacey, WA, United States","https://dnb.com/business-directory/company-profiles/thurston-county-fire-protection-district--3.1e331bc082f97fc4b0cde3cc0c60bab5"
52,"Stoughton Fire Protection Ltd","Other Support Services","Independent","Calgary, AB, Canada","https://dnb.com/business-directory/company-profiles/stoughton-fire-protection-ltd.d17ddd4161870e69812fe34fe3e669d7"
53,"NEWAGE FIRE PROTECTION INDUSTRIES PRIVAT...","Machinery, Equipment, and Supplies Merchant Wholesalers","Parent","Mumbai, Maharashtra, India","https://dnb.com/business-directory/company-profiles/newage-fire-protection-industries-private-limited.2055a503f7f79e580cc6bb49d62e2b59"
54,"Sirina Fire Protection Corp.","Building Equipment Contractors","Parent","Garden City Park, NY, United States","https://dnb.com/business-directory/company-profiles/sirina-fire-protection-corp.e9381b99cfa1f51a49fab2b1c97811d7"
55,"Beijing Taihejia Technology Co., Ltd","Other General Purpose Machinery Manufacturing","Parent","Beijing, Beijing, China","https://dnb.com/business-directory/company-profiles/beijing-taihejia-technology-co-ltd.f5d44fd4a3984b636d694fa4b65b40ac"
56,"China Construction Second Engineering Bu...","Other Investment Pools and Funds","Subsidiary","Guangzhou, Guangdong, China","https://dnb.com/business-directory/company-profiles/china-construction-second-engineering-bureau-(guangdong)-construction-co-ltd.72bf6e8573559927f004bda233c232a9"
57,"Plainfield Fire Protection District","Other Support Services","Independent","Plainfield, IL, United States","https://dnb.com/business-directory/company-profiles/plainfield-fire-protection-district.c79a81ea1ea3dcdd842eda59c9040558"
58,"Quick Response Fire Protection, Inc.","Building Equipment Contractors","Subsidiary","Freehold, NJ, United States","https://dnb.com/business-directory/company-profiles/quick-response-fire-protection-inc.94161641f0dc47e9ee4ed50ab647d31b"
59,"Guardian Fire Protection Services, LLC","Building Equipment Contractors","Parent","Rockville, MD, United States","https://dnb.com/business-directory/company-profiles/guardian-fire-protection-services-llc.6c93dde3854154fab3d4ffac428ae450"
60,"Shanghai Shihua Fire-Fighting Engineerin...","Machinery, Equipment, and Supplies Merchant Wholesalers","Subsidiary","Shanghai, Shanghai, China","https://dnb.com/business-directory/company-profiles/shanghai-shihua-fire-fighting-engineering-co-ltd.e39e0e7b5c71b2f5b813e31e4b509deb"
61,"ALLIED FIRE PROTECTIONS-SA, LLC","Building Equipment Contractors","Subsidiary","Pearland, TX, United States","https://dnb.com/business-directory/company-profiles/allied-fire-protections-sa-llc.abe2a536d4647e0e6df3b5577e84b3e8"
62,"UNISAFE FIRE PROTECTION SPECIALISTS (L.L...","Other Support Services","Subsidiary","Dubai, Dubai, United Arab Emirates","https://dnb.com/business-directory/company-profiles/unisafe-fire-protection-specialists-(llc).6e9e3568d2ae1f15cd21d7295cfb9675"
63,"THORN SECURITY LIMITED","Other Miscellaneous Manufacturing","Subsidiary","SUNBURY-ON-THAMES, England, United Kingdom","https://dnb.com/business-directory/company-profiles/thorn-security-limited.e4ef57552f044414e95103ebaf23ce65"
64,"Dongbang Fire Protection Co., Ltd.","Building Equipment Contractors","Independent","Yongin, Gyeonggi, Republic Of Korea","https://dnb.com/business-directory/company-profiles/dongbang-fire-protection-co-ltd.d3e0a77b09fe65b6475f0796943d00e5"
65,"Hunan Jing'an Engineering Co., Ltd.","Other Specialty Trade Contractors","Parent","Changsha, Hunan, China","https://dnb.com/business-directory/company-profiles/hunan-jingan-engineering-co-ltd.3d92d945d7fd67a12ad3e43752ec2f7e"
66,"Lisle-Woodridge Fire Protection District","Justice, Public Order, and Safety Activities","Parent","Lisle, IL, United States","https://dnb.com/business-directory/company-profiles/lisle-woodridge-fire-protection-district.5460536aa7b9ea09ae1e2e1d2a31ef0d"
67,"FIRE PROTECTION LIMITED","Boiler, Tank, and Shipping Container Manufacturing","Subsidiary","HARLOW, England, United Kingdom","https://dnb.com/business-directory/company-profiles/fire-protection-limited.d9186bb1824839100c35e381afb3aafe"
68,"Foothill Fire Protection, Inc.","Building Equipment Contractors","Parent","Loomis, CA, United States","https://dnb.com/business-directory/company-profiles/foothill-fire-protection-inc.ed7f740426f03d8495864d78488ef4e6"
69,"United Fire Protection Corporation","Other Support Services","Parent","Kenilworth, NJ, United States","https://dnb.com/business-directory/company-profiles/united-fire-protection-corporation.e04c559f99567a5f8445d41f18cfd754"
70,"Clarke Fire Protection Products, Inc.","Machinery, Equipment, and Supplies Merchant Wholesalers","Subsidiary","Cincinnati, OH, United States","https://dnb.com/business-directory/company-profiles/clarke-fire-protection-products-inc.e4887a187514d3393656adc79ec31507"
71,"Southeast Mechanical Systems, Inc.","Building Equipment Contractors","Parent","Jacksonville, FL, United States","https://dnb.com/business-directory/company-profiles/southeast-mechanical-systems-inc.3f1dec2b2f12f52f64fec9316e0ac6f4"
72,"Guangxi Jiusheng Construction Engineerin...","Other Specialty Trade Contractors","Subsidiary","Liuzhou, Guangxi, China","https://dnb.com/business-directory/company-profiles/guangxi-jiusheng-construction-engineering-co-ltd.201946319241d6bdce62a14ef8dbfae6"
73,"Beijing Nanrui Fire Protection Technolog...","Computer Systems Design and Related Services","Subsidiary","Beijing, Beijing, China","https://dnb.com/business-directory/company-profiles/beijing-nanrui-fire-protection-technology-co-ltd.a6cbe88acc831e8842cc1e56b158fc6e"
74,"Patriot Fire Protection, Inc.","Building Equipment Contractors","Parent","Tacoma, WA, United States","https://dnb.com/business-directory/company-profiles/patriot-fire-protection-inc.bfdbd76fa1c6c3aa3663430611b6462a"
75,"Lakeside Fire Protection District","Other Support Services","Independent","Lakeside, CA, United States","https://dnb.com/business-directory/company-profiles/lakeside-fire-protection-district.ce85bcfc9792884d6a0d1344fe177c04"
76,"North-Lake-Tahoe-Fire-Protection-Distric...","Justice, Public Order, and Safety Activities","Independent","Incline Village, NV, United States","https://dnb.com/business-directory/company-profiles/north-lake-tahoe-fire-protection-district.30ddc635cdb66d0abf7a09ccea8fe31b"
77,"Geo. W. Kistler, Inc.","Household Appliances and Electrical and Electronic Goods Merchant Wholesalers","Parent","Allentown, PA, United States","https://dnb.com/business-directory/company-profiles/geo-w-kistler-inc.3bde28c36224953a6633e71d8d0bf0b1"
78,"Eagle River Fire Protection District","Architectural, Engineering, and Related Services","Independent","Edwards, CO, United States","https://dnb.com/business-directory/company-profiles/eagle-river-fire-protection-district.86a2a0d1affab270e9c75be6c0c8462f"
79,"Uniformed Fire Officers Assn Retired Fam...","Business, Professional, Labor, Political, and Similar Organizations","Independent","New York, NY, United States","https://dnb.com/business-directory/company-profiles/uniformed-fire-officers-assn-retired-family-protection-plan.556d4e636e2b9b09f9d64011280509d9"
80,"PRECISION FIRE PROTECTION SERVICES PTY. ...","Building Equipment Contractors","Independent","BELLA VISTA, NEW SOUTH WALES, Australia","https://dnb.com/business-directory/company-profiles/precision-fire-protection-services-pty-limited.3b1f4acb6b191f35cc7b510590330cec"
81,"The Oliver Sprinkler Co., Inc","Building Equipment Contractors","Independent","King OF Prussia, PA, United States","https://dnb.com/business-directory/company-profiles/the-oliver-sprinkler-co-inc.f2aae67ea256f9eb0ff065d9bda3eaec"
82,"ATHERTON AND PARTNERS LIMITED","Residential Building Construction","Subsidiary","BIRKENHEAD, England, United Kingdom","https://dnb.com/business-directory/company-profiles/atherton-and-partners-limited.a5129f71be937696df6f283ed1a00623"
83,"AMIT FIRE PROTECTION SYSTEMS","Investigation and Security Services","Independent","Prayagraj, Uttar Pradesh, India","https://dnb.com/business-directory/company-profiles/amit-fire-protection-systems.e746b939ee3617c4cfa67ca3cca8ddef"
84,"Monona Plumbing and Fire Protection, Inc...","Building Equipment Contractors","Independent","Madison, WI, United States","https://dnb.com/business-directory/company-profiles/monona-plumbing-and-fire-protection-inc.408c579ae7d0171d284534c254a970d2"
85,"Guizhou Anxing Construction Engineering ...","Other Specialty Trade Contractors","Independent","Zunyi, Guizhou, China","https://dnb.com/business-directory/company-profiles/guizhou-anxing-construction-engineering-(group)-coltd.ae2a371f19baf78f300ed8b867e38fc4"
86,"Fire Safe Protection Services, LP","Investigation and Security Services","Independent","Houston, TX, United States","https://dnb.com/business-directory/company-profiles/fire-safe-protection-services-lp.4a1ab312d57279959402916ccf58e170"
87,"Manteca Lathrop Rural County Fire Protec...","Justice, Public Order, and Safety Activities","Independent","Lathrop, CA, United States","https://dnb.com/business-directory/company-profiles/manteca-lathrop-rural-county-fire-protection-district.a99f33fa7dcce52dddbdbd4f965f1536"
88,"Windsor Severance Fire Protection Distri...","Justice, Public Order, and Safety Activities","Independent","Windsor, CO, United States","https://dnb.com/business-directory/company-profiles/windsor-severance-fire-protection-district.43edf70ca98511c737493d7bad2f5d35"
89,"East Fork Fire Protection District","Justice, Public Order, and Safety Activities","Independent","Minden, NV, United States","https://dnb.com/business-directory/company-profiles/east-fork-fire-protection-district.b25a89204838f2edb6737a5ae2063264"
90,"Comfort Systems USA (Syracuse), Inc.","Building Equipment Contractors","Subsidiary","East Syracuse, NY, United States","https://dnb.com/business-directory/company-profiles/comfort-systems-usa-(syracuse)-inc.ebceee6c0457692d95bf6de90c61786f"
91,"Fire Tech Fire Protection Inc","Other Support Services","Parent","Edmonton, AB, Canada","https://dnb.com/business-directory/company-profiles/fire-tech-fire-protection-inc.9c543a9ef5d6457e569d8cc51bc1beeb"
92,"Gisborne Fire Protection Alberta Ltd","Building Equipment Contractors","Subsidiary","Burnaby, BC, Canada","https://dnb.com/business-directory/company-profiles/gisborne-fire-protection-alberta-ltd.c2466deb50e5a5ce1ab53970ae068015"
93,"Par Plumbing Co., Inc.","Building Equipment Contractors","Independent","Lynbrook, NY, United States","https://dnb.com/business-directory/company-profiles/par-plumbing-co-inc.9499ffd4624c739f0198a1df90a37788"
94,"Valley Fire Protection Systems, LLC","Building Equipment Contractors","Independent","Saint Charles, IL, United States","https://dnb.com/business-directory/company-profiles/valley-fire-protection-systems-llc.3cec3fef635995e3c55bcadd52c71bcd"
95,"Jiangxi Ganlian Fire-fighting Engineerin...","Foundation, Structure, and Building Exterior Contractors","Parent","Ji'an, Jiangxi, China","https://dnb.com/business-directory/company-profiles/jiangxi-ganlian-fire-fighting-engineering-co-ltd.f740b84fe47748ec7871d4c1b7169f7f"
96,"SAMHO ELECTRIC & FIRE PROTECTION CO., LT...","Building Equipment Contractors","Independent","Suwon, Gyeonggi, Republic Of Korea","https://dnb.com/business-directory/company-profiles/samho-electric--fire-protection-co-ltd.87e9afad4644ecc616409f5add93e99c"
97,"SCUTUM FIRE & SECURITY LIMITED","Investigation and Security Services","Subsidiary","LINLITHGOW, Scotland, United Kingdom","https://dnb.com/business-directory/company-profiles/scutum-fire--security-limited.8577b34217d5eb89e3c4545458a54e70"
98,"Hangzhou Wanshihe Technology Co., Ltd","Automobile Dealers","Subsidiary","Hangzhou, Zhejiang, China","https://dnb.com/business-directory/company-profiles/hangzhou-wanshihe-technology-co-ltd.5e486892dd101e8eb2cd9ca36c0624ea"
99,"Shanxi Huacheng Construction Group Co., ...","Residential Building Construction","Parent","Shanxi Transformation Comprehensive Reform Demonstration, Shanxi, China","https://dnb.com/business-directory/company-profiles/shanxi-huacheng-construction-group-co-ltd.c4ee947ec5597fef275da864b435b1a2"
100,"Florissant Valley Fire Protection Distri...","Justice, Public Order, and Safety Activities","Parent","Florissant, MO, United States","https://dnb.com/business-directory/company-profiles/florissant-valley-fire-protection-district.3c15886cb2b46219c4f978d65d8d6012"
101,"UNISAFE FIRE PROTECTION SPECIALISTS - LL...","Other Miscellaneous Retailers","Independent","Abu Dhabi, Abu Dhabi, United Arab Emirates","https://dnb.com/business-directory/company-profiles/unisafe-fire-protection-specialists---llc.3bcbfce58f5333e32aefe231bf091479"
102,"Shandong Dingmengda Fire Protection Engi...","Residential Building Construction","Subsidiary","Liaocheng, Shandong, China","https://dnb.com/business-directory/company-profiles/shandong-dingmengda-fire-protection-engineering-co-ltd.7d15ac67bdb895ed9c9bce8a3ee18b0e"
103,"Rizhao Jiaxu Investment Co., Ltd.","Residential Building Construction","Subsidiary","Rizhao, Shandong, China","https://dnb.com/business-directory/company-profiles/rizhao-jiaxu-investment-co-ltd.4434c3869e4c5800db81263d2803bc1a"
104,"Hangzhou Tongren Fire Protection Co., Lt...","Residential Building Construction","Subsidiary","Hangzhou, Zhejiang, China","https://dnb.com/business-directory/company-profiles/hangzhou-tongren-fire-protection-co-ltd.6cff3fe6ad9d69a0796df264efa92277"
105,"SPEED FIRE PROTECTION SRL","Justice, Public Order, and Safety Activities","Independent","BUCURESTI, Bucuresti, Romania","https://dnb.com/business-directory/company-profiles/speed-fire-protection-srl.f2d25e83abfed5a0bca2b9013db22496"
106,"Guangdong Hengji Fire Fighting Technolog...","Other Specialty Trade Contractors","Parent","Zhongshan, Guangdong, China","https://dnb.com/business-directory/company-profiles/guangdong-hengji-fire-fighting-technology-co-ltd.66b395d79f9d4a5ef8f943245510a4cf"
107,"THAMESIDE FIRE PROTECTION CO. LIMITED","Architectural, Engineering, and Related Services","Parent","BASILDON, England, United Kingdom","https://dnb.com/business-directory/company-profiles/thameside-fire-protection-co-limited.6a914e255e74d65415d5b3c1dd3ae047"
108,"FIRESAFE INSTALLATIONS LIMITED","Other Specialty Trade Contractors","Subsidiary","PRESCOT, England, United Kingdom","https://dnb.com/business-directory/company-profiles/firesafe-installations-limited.673970bfcea885446d584668ff007c34"
109,"NEAT Intelligent Technology Co., Ltd.","Other Electrical Equipment and Component Manufacturing","Parent","Qinhuangdao, Hebei, China","https://dnb.com/business-directory/company-profiles/neat-intelligent-technology-co-ltd.ec124073a5207fc443fc26de11121e0c"
110,"Jian An Construction (guangdong) Co., Lt...","Business Support Services","Parent","Shenzhen, Guangdong, China","https://dnb.com/business-directory/company-profiles/jian-an-construction-(guangdong)-co-ltd.f36136c75fd664ba4b05168c2567128f"
111,"Oswego Fire Protection District","Justice, Public Order, and Safety Activities","Independent","Oswego, IL, United States","https://dnb.com/business-directory/company-profiles/oswego-fire-protection-district.cc7ec1159664ea8d52e50e30ce3b72e5"
112,"AAA Fire Protection Inc.","Miscellaneous Durable Goods Merchant Wholesalers","Parent","Seattle, WA, United States","https://dnb.com/business-directory/company-profiles/aaa-fire-protection-inc.b7c57e3225aeaee345a94ed3a02c0d0f"
113,"Addison Fire Protection District","Other Support Services","Parent","Addison, IL, United States","https://dnb.com/business-directory/company-profiles/addison-fire-protection-district.af2d2e2f422de3bd44d33d35ea14917a"
114,"GWO JIEH FIRE PROTECTION CO., LTD.","Building Equipment Contractors","Independent","Taichung City, Taichung, Taiwan","https://dnb.com/business-directory/company-profiles/gwo-jieh-fire-protection-co-ltd.998c0d2fdd53ef0f415e0d088f44f19a"
115,"Lemont Protection Fire District","Justice, Public Order, and Safety Activities","Independent","Lemont, IL, United States","https://dnb.com/business-directory/company-profiles/lemont-protection-fire-district.85a7ed508d58257ae84ef190966463bd"
116,"Shandong Jiwang Fire-fighting Technology...","Metal and Mineral (except Petroleum) Merchant Wholesalers","Parent","Jining, Shandong, China","https://dnb.com/business-directory/company-profiles/shandong-jiwang-fire-fighting-technology-co-ltd.f475ed12ff90eee650669feb235d7892"
117,"KFI U.K. LIMITED","Other Miscellaneous Manufacturing","Subsidiary","LANCASTER, England, United Kingdom","https://dnb.com/business-directory/company-profiles/kfi-uk-limited.e5b86af0128e7e08a33704e674900f36"
118,"EQUANS FIRE PROTECTION SERVICES PTY LIMI...","Building Equipment Contractors","Independent","SILVERWATER, NEW SOUTH WALES, Australia","https://dnb.com/business-directory/company-profiles/equans-fire-protection-services-pty-limited.c0e80c8ffa18fe58f26df567a138cbb4"
119,"HOA KANG FIRE PROTECTION CO., LTD.","Machinery, Equipment, and Supplies Merchant Wholesalers","Parent","Taichung City, Taichung, Taiwan","https://dnb.com/business-directory/company-profiles/hoa-kang-fire-protection-co-ltd.b208cf71d95fae9a8c473a23c1f12cd2"
120,"G & A FIRE PROTECTION LIMITED","Architectural, Engineering, and Related Services","Parent","HAVERHILL, England, United Kingdom","https://dnb.com/business-directory/company-profiles/g--a-fire-protection-limited.4c24b0632c007539248e39d54529dfc6"
121,"Shenzhen Shengjie Fire Protection Group ...","Architectural, Engineering, and Related Services","Subsidiary","Shenzhen, Guangdong, China","https://dnb.com/business-directory/company-profiles/shenzhen-shengjie-fire-protection-group-co-ltd.d20ed784c514bb1516154cdf5506eadf"
